time,latitude,longitude,depth,depth_class,mag,mag_class,place
2024-01-01 08:17:46.634000+00:00,37.5012,137.2009,10.0,Shallow,4.8,Light,"39 km NE of Anamizu, Japan"
2024-01-01 08:20:34.572000+00:00,37.5869,137.6196,10.682,Shallow,4.3,Light,"64 km NNW of Itoigawa, Japan"
2024-01-01 08:22:10.846000+00:00,37.4631,137.2239,10.0,Shallow,4.9,Light,"38 km NE of Anamizu, Japan"
2024-01-01 08:29:02.262000+00:00,37.5787,137.5274,10.0,Shallow,4.7,Light,"66 km NNW of Itoigawa, Japan"
2024-01-01 08:42:04.871000+00:00,37.6483,137.6044,10.0,Shallow,4.6,Light,"71 km NNW of Itoigawa, Japan"
2024-01-01 08:48:21.162000+00:00,37.8651,137.5542,10.0,Shallow,4.5,Light,"72 km WSW of Sado, Japan"
2024-01-01 09:00:19.571000+00:00,37.3695,137.7118,10.0,Shallow,4.1,Light,"39 km NNW of Itoigawa, Japan"
2024-01-01 09:03:48.859000+00:00,37.5339,137.4185,10.0,Shallow,5.5,Moderate,"56 km NE of Anamizu, Japan"
2024-01-01 09:06:13.801000+00:00,37.4672,137.4557,10.0,Shallow,4.6,Light,"55 km ENE of Anamizu, Japan"
2024-01-01 09:08:17.603000+00:00,37.5146,137.4029,10.0,Shallow,5.6,Moderate,"54 km NE of Anamizu, Japan"
2024-01-01 09:14:15.490000+00:00,37.4507,137.3198,9.917,Shallow,4.2,Light,"44 km ENE of Anamizu, Japan"
2024-01-01 09:23:07.666000+00:00,37.52,137.3328,10.0,Shallow,4.4,Light,"49 km NE of Anamizu, Japan"
2024-01-01 09:25:26.703000+00:00,37.553,137.3241,10.092,Shallow,4.1,Light,"51 km NE of Anamizu, Japan"
2024-01-01 09:30:21.401000+00:00,37.4998,137.3585,10.0,Shallow,5.2,Moderate,"50 km NE of Anamizu, Japan"
2024-01-01 09:39:59.811000+00:00,37.1479,136.6562,10.0,Shallow,5.0,Moderate,"23 km WSW of Anamizu, Japan"
2024-01-01 09:45:26.217000+00:00,37.8107,137.5664,10.0,Shallow,5.1,Moderate,"73 km WSW of Sado, Japan"
2024-01-01 09:49:15.275000+00:00,37.5516,137.3728,10.0,Shallow,4.6,Light,"54 km NE of Anamizu, Japan"
2024-01-01 09:56:12.530000+00:00,37.3871,136.9994,10.0,Shallow,4.3,Light,"19 km NNE of Anamizu, Japan"
2024-01-01 10:06:54.649000+00:00,37.8468,137.6625,10.0,Shallow,4.6,Light,"64 km WSW of Sado, Japan"
2024-01-01 10:27:58.814000+00:00,37.45,137.1951,10.0,Shallow,4.2,Light,"35 km NE of Anamizu, Japan"
2024-01-01 10:50:35.645000+00:00,37.5375,137.2865,10.0,Shallow,4.7,Light,"48 km NE of Anamizu, Japan"
2024-01-01 11:21:26.376000+00:00,37.6531,137.5146,10.0,Shallow,4.1,Light,"71 km NE of Anamizu, Japan"
2024-01-01 11:34:20.527000+00:00,37.3111,136.9721,6.867,Shallow,4.3,Light,"10 km NE of Anamizu, Japan"
2024-01-01 11:35:32.459000+00:00,37.1664,136.6946,10.0,Shallow,4.6,Light,"19 km WSW of Anamizu, Japan"
2024-01-01 12:20:46.592000+00:00,37.4904,137.373,10.0,Shallow,4.2,Light,"50 km NE of Anamizu, Japan"
2024-01-01 12:48:31.795000+00:00,37.618,137.6781,10.0,Shallow,4.4,Light,"66 km NNW of Itoigawa, Japan"
2024-01-01 12:54:28.885000+00:00,37.1278,136.6582,10.0,Shallow,4.3,Light,"24 km WSW of Anamizu, Japan"
2024-01-01 13:02:59.990000+00:00,37.2699,136.9525,10.0,Shallow,4.3,Light,"6 km NE of Anamizu, Japan"
2024-01-01 13:10:57.324000+00:00,37.3826,137.1399,10.0,Shallow,4.5,Light,"26 km NE of Anamizu, Japan"
2024-01-01 13:46:45.922000+00:00,-6.6246,107.7514,10.0,Shallow,4.5,Light,"25 km NE of Lembang, Indonesia"
2024-01-01 13:48:43.860000+00:00,-15.0526,166.8954,35.0,Shallow,4.6,Light,"19 km W of Port-Olry, Vanuatu"
2024-01-01 14:03:47.337000+00:00,37.7315,137.5602,10.0,Shallow,4.1,Light,"77 km WSW of Sado, Japan"
2024-01-01 14:10:18.232000+00:00,-28.3121,62.8497,10.0,Shallow,4.7,Light,Southwest Indian Ridge
2024-01-01 14:19:28.904000+00:00,37.4903,137.4129,10.0,Shallow,4.4,Light,"53 km ENE of Anamizu, Japan"
2024-01-01 14:52:07.932000+00:00,4.7027,127.3061,53.468,Shallow,4.2,Light,"218 km ESE of Sarangani, Philippines"
2024-01-01 15:08:36.228000+00:00,37.4953,137.3899,10.0,Shallow,4.4,Light,"52 km ENE of Anamizu, Japan"
2024-01-01 16:10:09.255000+00:00,37.584,137.7114,10.0,Shallow,4.1,Light,"62 km NNW of Itoigawa, Japan"
2024-01-01 17:33:30.185000+00:00,37.5711,137.4761,10.0,Shallow,4.6,Light,"63 km NE of Anamizu, Japan"
2024-01-01 17:52:10.023000+00:00,37.211,136.851,10.0,Shallow,4.2,Light,"5 km WSW of Anamizu, Japan"
2024-01-01 18:29:38.901000+00:00,37.121,136.7825,10.0,Shallow,4.4,Light,"16 km SW of Anamizu, Japan"
2024-01-01 18:59:15.651000+00:00,23.9953,122.4283,27.415,Shallow,4.0,Light,"78 km SW of Yonakuni, Japan"
2024-01-01 19:27:14.289000+00:00,37.0652,136.6184,10.0,Shallow,4.5,Light,"24 km NW of Hakui, Japan"
2024-01-01 19:42:06.006000+00:00,37.2247,136.6924,10.0,Shallow,4.6,Light,"18 km W of Anamizu, Japan"
2024-01-01 21:34:19.009000+00:00,19.1752,145.3811,198.549,Intermediate,4.1,Light,"Maug Islands region, Northern Mariana Islands"
2024-01-01 21:45:52.330000+00:00,26.0489,95.4358,82.85,Intermediate,4.5,Light,"65 km ESE of Tuensang, India"
2024-01-01 21:47:54.141000+00:00,37.3845,137.1529,7.958,Shallow,4.0,Light,"28 km NE of Anamizu, Japan"
2024-01-01 22:13:30.239000+00:00,37.3362,136.9617,15.301,Shallow,4.5,Light,"12 km NNE of Anamizu, Japan"
2024-01-01 22:27:01.373000+00:00,37.4319,137.1121,10.0,Shallow,4.3,Light,"28 km NE of Anamizu, Japan"
2024-01-01 23:10:34.990000+00:00,-6.9605,129.8294,134.512,Intermediate,4.7,Light,Banda Sea
2024-01-02 00:01:34.148000+00:00,37.4545,136.9426,8.671,Shallow,4.1,Light,"24 km N of Anamizu, Japan"
2024-01-02 00:14:23.837000+00:00,37.4192,137.2441,10.0,Shallow,4.4,Light,"36 km NE of Anamizu, Japan"
2024-01-02 01:08:15.552000+00:00,-17.1743,167.2247,10.0,Shallow,4.5,Light,"120 km S of Lakatoro, Vanuatu"
2024-01-02 01:17:31.568000+00:00,37.247,136.7689,6.0,Shallow,5.4,Moderate,"11 km W of Anamizu, Japan"
2024-01-02 02:49:31.315000+00:00,8.8429,127.2178,10.0,Shallow,4.6,Light,"99 km E of Aras-asan, Philippines"
2024-01-02 04:46:28.776000+00:00,-10.1167,123.7618,35.0,Shallow,4.9,Light,"17 km ENE of Kupang, Indonesia"
2024-01-02 04:50:13.581000+00:00,-7.4185,28.1431,10.0,Shallow,4.5,Light,"199 km SW of Kalemie, Democratic Republic of the Congo"
2024-01-02 05:55:54.060000+00:00,32.3606,141.667,10.0,Shallow,4.5,Light,"Izu Islands, Japan region"
2024-01-02 06:02:36.444000+00:00,37.7961,137.6442,8.149,Shallow,4.4,Light,"67 km WSW of Sado, Japan"
2024-01-02 06:41:45.059000+00:00,-16.6564,175.9819,10.0,Shallow,4.3,Light,"188 km NW of Lautoka, Fiji"
2024-01-02 06:57:54.621000+00:00,37.1828,136.7831,10.0,Shallow,4.8,Light,"11 km WSW of Anamizu, Japan"
2024-01-02 07:37:51.116000+00:00,31.9412,-6.4003,10.0,Shallow,4.3,Light,"26 km N of Ifrane, Morocco"
2024-01-02 08:13:40.884000+00:00,37.1175,136.7367,7.453,Shallow,4.6,Light,"19 km SW of Anamizu, Japan"
2024-01-02 08:44:46.847000+00:00,42.5415,42.878,10.0,Shallow,4.3,Light,"23 km W of Ambrolauri, Georgia"
2024-01-02 08:52:02.323000+00:00,37.5934,137.7365,10.0,Shallow,4.3,Light,"62 km N of Itoigawa, Japan"
2024-01-02 09:20:22.619000+00:00,24.8206,124.3056,76.114,Intermediate,4.4,Light,"43 km WNW of Tarama, Japan"
2024-01-02 09:29:35.927000+00:00,37.4619,137.2443,10.0,Shallow,4.4,Light,"39 km NE of Anamizu, Japan"
2024-01-02 09:41:34.336000+00:00,-24.302,-179.4718,470.098,Deep,4.1,Light,south of the Fiji Islands
2024-01-02 09:50:20.248000+00:00,37.6834,137.5358,10.0,Shallow,4.4,Light,"75 km NE of Anamizu, Japan"
2024-01-02 11:24:06.417000+00:00,-36.3515,-179.7098,10.0,Shallow,4.5,Light,"224 km NE of Hicks Bay, New Zealand"
2024-01-02 12:13:20.318000+00:00,37.267,137.0659,10.0,Shallow,4.4,Light,"15 km ENE of Anamizu, Japan"
2024-01-02 12:39:39.170000+00:00,-59.4451,-25.4691,23.865,Shallow,4.6,Light,South Sandwich Islands region
2024-01-02 14:55:24.160000+00:00,-23.674,-179.6601,519.465,Deep,4.3,Light,south of the Fiji Islands
2024-01-02 17:21:47.368000+00:00,37.4797,137.3192,10.0,Shallow,4.8,Light,"46 km NE of Anamizu, Japan"
2024-01-02 17:30:30.773000+00:00,37.4779,137.3268,10.0,Shallow,4.2,Light,"46 km NE of Anamizu, Japan"
2024-01-02 19:26:00.969000+00:00,36.5332,71.5341,101.737,Intermediate,4.3,Light,"16 km S of Ashkāsham, Afghanistan"
2024-01-02 19:59:31.888000+00:00,17.1111,120.1731,47.706,Shallow,5.0,Moderate,"27 km WSW of Calongbuyan, Philippines"
2024-01-02 20:25:49.666000+00:00,17.0658,120.1791,56.385,Shallow,4.1,Light,"28 km WSW of Calongbuyan, Philippines"
2024-01-02 21:32:39.491000+00:00,37.2018,136.8443,10.0,Shallow,4.3,Light,"6 km SW of Anamizu, Japan"
2024-01-02 22:40:55.693000+00:00,51.9017,171.3672,10.0,Shallow,3.8,Minor,"162 km SW of Attu Station, Alaska"
2024-01-03 00:49:11.222000+00:00,20.1794,145.1053,230.867,Intermediate,4.0,Light,"Maug Islands region, Northern Mariana Islands"
2024-01-03 00:53:49.149000+00:00,-7.3086,106.3106,98.951,Intermediate,4.8,Light,"44 km SW of Pelabuhanratu, Indonesia"
2024-01-03 01:11:31.461000+00:00,8.3515,126.5376,76.597,Intermediate,5.0,Moderate,"22 km E of Hinatuan, Philippines"
2024-01-03 01:43:15.915000+00:00,-5.5053,145.9632,61.922,Shallow,5.2,Moderate,"36 km SSE of Madang, Papua New Guinea"
2024-01-03 01:43:32.673000+00:00,23.5964,121.5279,25.874,Shallow,4.0,Light,"42 km S of Hualien City, Taiwan"
2024-01-03 01:54:34.243000+00:00,37.3466,136.9204,10.0,Shallow,5.3,Moderate,"12 km N of Anamizu, Japan"
2024-01-03 02:47:15.540000+00:00,1.9692,121.9592,10.0,Shallow,4.6,Light,"200 km NW of Gorontalo, Indonesia"
2024-01-03 02:48:27.840000+00:00,37.4095,137.337,11.819,Shallow,4.1,Light,"43 km ENE of Anamizu, Japan"
2024-01-03 03:37:23.804000+00:00,37.2477,136.7204,10.0,Shallow,4.0,Light,"16 km W of Anamizu, Japan"
2024-01-03 03:54:13.697000+00:00,37.6257,137.559,15.237,Shallow,4.9,Light,"70 km NNW of Itoigawa, Japan"
2024-01-03 04:04:31.753000+00:00,37.6306,137.493,12.714,Shallow,4.2,Light,"68 km NE of Anamizu, Japan"
2024-01-03 04:28:37.931000+00:00,-22.2967,-179.8,659.944,Deep,4.2,Light,south of the Fiji Islands
2024-01-03 04:38:54.197000+00:00,5.3784,127.722,10.0,Shallow,4.2,Light,"202 km ESE of Pondaguitan, Philippines"
2024-01-03 04:44:08.978000+00:00,37.5186,137.4428,9.781,Shallow,4.2,Light,"57 km ENE of Anamizu, Japan"
2024-01-03 05:15:10.257000+00:00,-7.4041,120.1047,422.64,Deep,4.3,Light,"123 km N of Labuan Bajo, Indonesia"
2024-01-03 07:06:24.118000+00:00,-4.554,152.2132,100.109,Intermediate,4.5,Light,"24 km SSW of Kokopo, Papua New Guinea"
2024-01-03 07:06:39.692000+00:00,7.629,136.6719,10.0,Shallow,4.5,Light,"221 km ESE of Kayangel, Palau"
2024-01-03 07:08:12.466000+00:00,37.2985,136.9617,10.746,Shallow,4.1,Light,"9 km NE of Anamizu, Japan"
2024-01-03 08:09:51.006000+00:00,51.4814,16.2446,5.0,Shallow,4.2,Light,"3 km SSW of Rudna, Poland"
2024-01-03 08:09:54.682000+00:00,-17.5587,167.9629,10.0,Shallow,4.6,Light,"42 km WNW of Port-Vila, Vanuatu"
2024-01-03 08:15:07.725000+00:00,37.742,137.7262,10.0,Shallow,4.3,Light,"63 km WSW of Sado, Japan"
2024-01-03 08:47:14.658000+00:00,-0.248,123.6555,97.778,Intermediate,4.4,Light,"109 km SE of Gorontalo, Indonesia"
2024-01-03 09:24:16.738000+00:00,36.6249,71.4376,134.748,Intermediate,4.9,Light,"10 km SW of Ashkāsham, Afghanistan"
2024-01-03 09:48:00.219000+00:00,37.3248,136.9172,10.0,Shallow,4.7,Light,"10 km N of Anamizu, Japan"
2024-01-03 09:53:53.960000+00:00,39.1672,142.7952,39.683,Shallow,4.5,Light,"80 km ESE of Yamada, Japan"
2024-01-03 10:42:14.323000+00:00,37.1549,136.7757,10.0,Shallow,4.2,Light,"14 km SW of Anamizu, Japan"
2024-01-03 10:51:14.049000+00:00,33.6836,141.825,10.0,Shallow,4.4,Light,"213 km SE of Katsuura, Japan"
2024-01-03 11:06:21.388000+00:00,-52.2827,28.1043,10.0,Shallow,4.5,Light,south of Africa
2024-01-03 12:59:19.567000+00:00,5.5484,125.0908,79.453,Intermediate,4.4,Light,"26 km SW of Burias, Philippines"
2024-01-03 14:18:51.653000+00:00,16.9728,146.0802,123.757,Intermediate,4.5,Light,"197 km N of Saipan, Northern Mariana Islands"
2024-01-03 14:33:15.867000+00:00,37.3572,137.0154,10.0,Shallow,3.8,Minor,"17 km NE of Anamizu, Japan"
2024-01-03 15:01:05.862000+00:00,10.0148,126.0296,78.347,Intermediate,4.4,Light,"1 km WSW of Santa Monica, Philippines"
2024-01-03 15:36:53.611000+00:00,37.4364,137.1541,10.0,Shallow,4.6,Light,"31 km NE of Anamizu, Japan"
2024-01-03 17:42:18.485000+00:00,32.4277,141.8616,10.0,Shallow,4.3,Light,"Izu Islands, Japan region"
2024-01-03 17:58:55.712000+00:00,40.2844,141.1233,106.354,Intermediate,4.1,Light,"15 km WNW of Ichinohe, Japan"
2024-01-03 18:07:13.613000+00:00,-52.3954,27.9066,10.0,Shallow,5.1,Moderate,south of Africa
2024-01-03 19:08:16.618000+00:00,33.2551,76.7872,17.945,Shallow,4.5,Light,"25 km SSW of Padam, India"
2024-01-03 19:11:18.148000+00:00,0.708,100.474,222.317,Intermediate,4.3,Light,"98 km WSW of Balai Pungut, Indonesia"
2024-01-03 19:38:41.329000+00:00,37.7958,137.8096,5.972,Shallow,4.8,Light,"54 km WSW of Sado, Japan"
2024-01-03 19:42:11.944000+00:00,38.237,74.0407,163.138,Intermediate,4.0,Light,"9 km NE of Murghob, Tajikistan"
2024-01-03 19:50:42.378000+00:00,26.1499,140.6645,353.193,Deep,4.3,Light,"Bonin Islands, Japan region"
2024-01-03 20:11:14.750000+00:00,-5.1758,102.8473,50.003,Shallow,4.5,Light,"134 km SSW of Pagar Alam, Indonesia"
2024-01-03 20:32:44.642000+00:00,19.923,145.4694,10.0,Shallow,4.8,Light,"Maug Islands region, Northern Mariana Islands"
2024-01-03 21:12:54.145000+00:00,19.9265,145.3765,10.0,Shallow,5.0,Moderate,"Maug Islands region, Northern Mariana Islands"
2024-01-03 21:29:02.539000+00:00,19.9803,145.0811,10.0,Shallow,4.1,Light,"Maug Islands region, Northern Mariana Islands"
2024-01-03 21:57:42.631000+00:00,31.4911,139.7724,9.944,Shallow,4.2,Light,"Izu Islands, Japan region"
2024-01-03 22:44:18.408000+00:00,4.8183,127.2989,45.929,Shallow,4.4,Light,"211 km SE of Pondaguitan, Philippines"
2024-01-04 00:02:41.411000+00:00,-0.336,125.6297,50.786,Shallow,4.4,Light,"158 km ESE of Modisi, Indonesia"
2024-01-04 00:17:31.276000+00:00,32.4482,141.7438,22.311,Shallow,4.6,Light,"Izu Islands, Japan region"
2024-01-04 00:43:16.914000+00:00,-6.9962,129.7689,137.491,Intermediate,5.0,Moderate,Banda Sea
2024-01-04 02:00:09.678000+00:00,1.5765,128.6075,10.0,Shallow,4.6,Light,"68 km ESE of Tobelo, Indonesia"
2024-01-04 02:58:46.301000+00:00,-5.1577,151.8793,56.689,Shallow,4.4,Light,"99 km SSW of Kokopo, Papua New Guinea"
2024-01-04 03:29:39.020000+00:00,-57.9285,-25.6111,49.816,Shallow,4.5,Light,South Sandwich Islands region
2024-01-04 05:07:11.158000+00:00,-27.031,26.8294,5.0,Shallow,4.5,Light,"16 km ESE of Orkney, South Africa"
2024-01-04 06:15:24.684000+00:00,-7.6299,127.7754,161.19,Intermediate,4.4,Light,"130 km NE of Lospalos, Timor Leste"
2024-01-04 06:26:04.486000+00:00,48.3854,152.9705,142.382,Intermediate,4.6,Light,Kuril Islands
2024-01-04 06:46:47.423000+00:00,37.4636,137.3572,10.0,Shallow,4.5,Light,"47 km ENE of Anamizu, Japan"
2024-01-04 06:57:12.981000+00:00,37.2516,142.2812,33.172,Shallow,4.2,Light,"112 km E of Tomioka, Japan"
2024-01-04 07:01:19.711000+00:00,37.2404,142.4809,29.761,Shallow,4.1,Light,"130 km E of Tomioka, Japan"
2024-01-04 07:11:05.612000+00:00,-49.7724,115.2069,10.936,Shallow,4.7,Light,western Indian-Antarctic Ridge
2024-01-04 07:32:22.215000+00:00,8.3869,126.5607,84.702,Intermediate,4.7,Light,"25 km E of Hinatuan, Philippines"
2024-01-04 08:15:59.298000+00:00,31.4684,139.4944,10.0,Shallow,4.8,Light,"Izu Islands, Japan region"
2024-01-04 08:16:22.946000+00:00,37.6914,137.456,10.0,Shallow,4.9,Light,"70 km NE of Anamizu, Japan"
2024-01-04 08:38:19.091000+00:00,42.5943,139.5608,200.631,Intermediate,4.2,Light,"58 km WSW of Suttsu, Japan"
2024-01-04 08:41:16.291000+00:00,-49.8381,115.5509,10.0,Shallow,4.5,Light,western Indian-Antarctic Ridge
2024-01-04 08:47:28.167000+00:00,-49.5349,115.7903,10.0,Shallow,4.2,Light,western Indian-Antarctic Ridge
2024-01-04 09:49:51.424000+00:00,31.4426,139.6291,10.0,Shallow,4.2,Light,"Izu Islands, Japan region"
2024-01-04 11:05:30.580000+00:00,-12.837,166.7133,126.23,Intermediate,4.6,Light,"146 km NW of Sola, Vanuatu"
2024-01-04 11:25:12.569000+00:00,20.0502,145.2582,10.0,Shallow,4.5,Light,"Maug Islands region, Northern Mariana Islands"
2024-01-04 11:30:49.415000+00:00,-1.2518,126.9104,10.0,Shallow,4.5,Light,"93 km SW of Labuha, Indonesia"
2024-01-04 12:15:41.177000+00:00,36.1379,142.1221,27.678,Shallow,4.4,Light,"124 km ENE of Hasaki, Japan"
2024-01-04 12:30:38.558000+00:00,37.8102,137.7241,10.0,Shallow,4.5,Light,"60 km WSW of Sado, Japan"
2024-01-04 13:59:08.875000+00:00,31.4856,139.6402,10.0,Shallow,4.6,Light,"Izu Islands, Japan region"
2024-01-04 15:04:13.850000+00:00,37.1426,137.0054,10.0,Shallow,4.6,Light,"10 km NNE of Nanao, Japan"
2024-01-04 15:07:53.640000+00:00,-6.9407,154.4751,10.0,Shallow,4.4,Light,"131 km WSW of Panguna, Papua New Guinea"
2024-01-04 15:17:59.556000+00:00,38.8998,141.2447,74.438,Intermediate,4.3,Light,"9 km E of Ichinoseki, Japan"
2024-01-04 16:03:29.377000+00:00,-7.7606,117.1072,304.454,Deep,4.7,Light,"83 km NNW of Pototano, Indonesia"
2024-01-04 16:11:30.954000+00:00,-6.8304,154.5416,10.0,Shallow,4.5,Light,"118 km WSW of Panguna, Papua New Guinea"
2024-01-04 19:48:13.018000+00:00,-49.9838,112.7034,10.0,Shallow,4.2,Light,southeast Indian Ridge
2024-01-04 21:51:39.897000+00:00,-11.4966,166.4794,145.851,Intermediate,4.4,Light,"113 km SE of Lata, Solomon Islands"
2024-01-04 22:16:03.881000+00:00,43.8912,149.1508,10.0,Shallow,4.3,Light,"179 km SE of Kuril’sk, Russia"
2024-01-04 23:06:28.295000+00:00,31.0632,131.5187,35.0,Shallow,4.4,Light,"53 km SSE of Kushima, Japan"
2024-01-05 00:45:34.465000+00:00,8.7194,124.3214,9.973,Shallow,4.3,Light,"16 km NW of Gitagum, Philippines"
2024-01-05 01:15:40.339000+00:00,5.8063,127.5533,10.0,Shallow,4.2,Light,"164 km ESE of Pondaguitan, Philippines"
2024-01-05 01:56:39.297000+00:00,37.74,137.6824,10.0,Shallow,4.2,Light,"67 km WSW of Sado, Japan"
2024-01-05 02:55:05.727000+00:00,54.2891,160.8493,56.37,Shallow,4.1,Light,"151 km ESE of Mil’kovo, Russia"
2024-01-05 02:57:28.798000+00:00,10.991,125.4677,95.259,Intermediate,4.4,Light,"14 km S of Giporlos, Philippines"
2024-01-05 03:16:52.349000+00:00,-49.8157,115.1839,10.0,Shallow,5.1,Moderate,western Indian-Antarctic Ridge
2024-01-05 03:32:44.947000+00:00,55.6494,162.4567,58.052,Shallow,4.4,Light,"64 km S of Ust’-Kamchatsk Staryy, Russia"
2024-01-05 05:22:46.143000+00:00,43.8484,151.4276,10.0,Shallow,4.2,Light,east of the Kuril Islands
2024-01-05 05:31:56.369000+00:00,-7.4931,128.6572,137.128,Intermediate,4.1,Light,"215 km ENE of Lospalos, Timor Leste"
2024-01-05 05:50:11.994000+00:00,-5.1884,151.6554,100.915,Intermediate,4.9,Light,"115 km SW of Kokopo, Papua New Guinea"
2024-01-05 06:03:42.760000+00:00,37.5439,137.7497,10.0,Shallow,4.3,Light,"57 km N of Itoigawa, Japan"
2024-01-05 06:31:42.601000+00:00,32.3484,141.7854,10.0,Shallow,4.6,Light,"Izu Islands, Japan region"
2024-01-05 06:49:10.580000+00:00,-7.9732,129.6334,23.502,Shallow,4.5,Light,"296 km ENE of Lospalos, Timor Leste"
2024-01-05 08:04:01.056000+00:00,-0.4947,125.7796,41.805,Shallow,4.5,Light,"174 km N of Sanana, Indonesia"
2024-01-05 09:13:11.724000+00:00,25.3445,141.498,10.0,Shallow,4.3,Light,"Volcano Islands, Japan region"
2024-01-05 10:56:56.753000+00:00,-49.8703,115.6294,10.0,Shallow,4.6,Light,western Indian-Antarctic Ridge
2024-01-05 13:09:25.303000+00:00,37.3815,137.0245,10.204,Shallow,4.4,Light,"19 km NE of Anamizu, Japan"
2024-01-05 15:47:51.196000+00:00,36.9968,69.9173,10.0,Shallow,4.7,Light,"16 km SSE of Rustāq, Afghanistan"
2024-01-05 16:58:07.085000+00:00,24.6228,122.847,85.464,Intermediate,4.7,Light,"23 km NW of Yonakuni, Japan"
2024-01-05 16:59:03.311000+00:00,-24.7291,179.7373,500.551,Deep,4.7,Light,south of the Fiji Islands
